country,year,age_group,pop_male,pop_female,pop_total
Belarus,2024,25-34,559.368,532.668,1092.038
Belarus,2024,35-44,737.713,727.79,1465.503
Belarus,2024,45-54,594.511,656.628,1251.138
Belarus,2024,55-64,554.354,700.519,1254.872
Belarus,2024,65-74,388.087,634.72,1022.806
Belarus,2024,75-84,123.417,299.969,423.385
Belarus,2024,85+,32.018,121.802,153.817
Belarus,2025,18-24,315.914,299.066,614.98
Belarus,2025,25-34,531.56,506.311,1037.873
Belarus,2025,35-44,740.627,727.944,1468.573
Belarus,2025,45-54,600.497,658.513,1259.011
Belarus,2025,55-64,540.48,682.509,1222.984
Belarus,2025,65-74,399.05,646.573,1045.625
Belarus,2025,75-84,130.89,310.828,441.716
Belarus,2025,85+,32.782,125.05,157.831
Belarus,2026,18-24,323.299,305.913,629.21
Belarus,2026,25-34,506.892,482.815,989.704
Belarus,2026,35-44,738.815,723.718,1462.534
Belarus,2026,45-54,606.573,659.847,1266.423
Belarus,2026,55-64,528.346,666.547,1194.893
Belarus,2026,65-74,410.121,659.145,1069.263
Belarus,2026,75-84,137.799,322.413,460.213
Belarus,2026,85+,33.018,125.919,158.934
Belgium,2020,18-24,474.951,454.65,929.602
Belgium,2020,25-34,750.271,743.92,1494.189
Belgium,2020,35-44,749.947,744.899,1494.846
Belgium,2020,45-54,784.91,765.708,1550.617
Belgium,2020,55-64,762.54,769.104,1531.641
Belgium,2020,65-74,565.861,616.594,1182.454
Belgium,2020,75-84,303.524,397.772,701.296
Belgium,2020,85+,112.15,222.576,334.723
Belgium,2021,18-24,473.354,454.57,927.924
Belgium,2021,25-34,749.269,744.356,1493.626
Belgium,2021,35-44,751.916,749.523,1501.438
Belgium,2021,45-54,775.57,757.637,1533.207
Belgium,2021,55-64,770.076,773.831,1543.907
Belgium,2021,65-74,574.001,625.302,1199.301
Belgium,2021,75-84,310.898,403.962,714.861
Belgium,2021,85+,113.554,223.053,336.607
Belgium,2022,18-24,472.648,454.483,927.132
Belgium,2022,25-34,747.852,744.578,1492.428
Belgium,2022,35-44,755.751,755.73,1511.477
Belgium,2022,45-54,771.783,756.159,1527.942
Belgium,2022,55-64,778.834,780.213,1559.044
Belgium,2022,65-74,582.984,634.171,1217.157
Belgium,2022,75-84,323.252,416.629,739.879
Belgium,2022,85+,116.813,227.413,344.224
Belgium,2023,18-24,473.143,452.9,926.043
Belgium,2023,25-34,746.269,741.372,1487.643
Belgium,2023,35-44,760.675,761.955,1522.628
Belgium,2023,45-54,771.085,757.768,1528.854
Belgium,2023,55-64,786.737,786.28,1573.016
Belgium,2023,65-74,595.59,646.002,1241.592
Belgium,2023,75-84,335.81,429.7,765.51
Belgium,2023,85+,120.605,231.888,352.493
Belgium,2024,18-24,478.007,456.741,934.747
Belgium,2024,25-34,740.094,732.981,1473.078
Belgium,2024,35-44,761.665,764.192,1525.859
Belgium,2024,45-54,767.94,756.259,1524.197
Belgium,2024,55-64,789.136,786.842,1575.979
Belgium,2024,65-74,608.124,657.866,1265.987
Belgium,2024,75-84,347.823,440.662,788.486
Belgium,2024,85+,123.971,234.822,358.791
Belgium,2025,18-24,487.546,466.059,953.604
Belgium,2025,25-34,733.092,723.087,1456.178
Belgium,2025,35-44,760.942,764.071,1525.012
Belgium,2025,45-54,763.879,754.419,1518.299
Belgium,2025,55-64,789.661,785.705,1575.365
Belgium,2025,65-74,621.345,670.102,1291.446
Belgium,2025,75-84,360.137,452.448,812.584
Belgium,2025,85+,125.726,234.951,360.676
Belgium,2026,18-24,498.087,476.019,974.107
Belgium,2026,25-34,725.423,712.416,1437.838
Belgium,2026,35-44,760.63,763.804,1524.434
Belgium,2026,45-54,759.879,752.522,1512.401
Belgium,2026,55-64,789.289,784.403,1573.695
Belgium,2026,65-74,635.254,682.716,1317.97
Belgium,2026,75-84,373.868,467.261,841.13
Belgium,2026,85+,125.671,232.001,357.67
Benin,2020,18-24,861.247,835.261,1696.507
Benin,2020,25-34,941.056,929.589,1870.643
Benin,2020,35-44,639.779,653.53,1293.308
Benin,2020,45-54,417.798,439.883,857.68
Benin,2020,55-64,254.69,278.834,533.527
Benin,2020,65-74,126.674,148.851,275.523
Benin,2020,75-84,43.489,62.312,105.8
Benin,2020,85+,5.896,10.117,16.012
Benin,2021,18-24,883.696,857.053,1740.748
Benin,2021,25-34,969.518,955.475,1924.991
Benin,2021,35-44,663.842,676.274,1340.12
Benin,2021,45-54,430.683,452.949,883.633
Benin,2021,55-64,264.849,289.594,554.442
Benin,2021,65-74,131.041,152.451,283.491
Benin,2021,75-84,44.798,64.278,109.072
Benin,2021,85+,5.936,10.221,16.152
Benin,2022,18-24,907.728,880.434,1788.163
Benin,2022,25-34,997.447,981.035,1978.482
Benin,2022,35-44,688.417,699.402,1387.818
Benin,2022,45-54,444.145,466.489,910.635
Benin,2022,55-64,275.252,300.476,575.726
Benin,2022,65-74,135.81,157.003,292.812
Benin,2022,75-84,46.354,65.703,112.058
Benin,2022,85+,6.101,10.428,16.523
Benin,2023,18-24,932.715,904.898,1837.612
Benin,2023,25-34,1025.503,1006.971,2032.475
Benin,2023,35-44,713.712,723.136,1436.85
Benin,2023,45-54,458.43,480.806,939.234
Benin,2023,55-64,285.905,311.68,597.586
Benin,2023,65-74,140.799,162.542,303.34
Benin,2023,75-84,48.288,66.962,115.251
Benin,2023,85+,6.342,10.804,17.145
Benin,2024,18-24,958.687,930.598,1889.284
Benin,2024,25-34,1053.878,1033.47,2087.347
Benin,2024,35-44,738.842,746.584,1485.427
Benin,2024,45-54,473.658,495.999,969.659
Benin,2024,55-64,296.583,322.958,619.542
Benin,2024,65-74,146.202,168.615,314.813
Benin,2024,75-84,50.132,68.2,118.334
Benin,2024,85+,6.604,11.223,17.824
Benin,2025,18-24,985.545,957.402,1942.945
Benin,2025,25-34,1082.31,1060.277,2142.586
Benin,2025,35-44,763.35,769.215,1532.565
Benin,2025,45-54,490.365,512.555,1002.921
Benin,2025,55-64,307.308,334.284,641.593
Benin,2025,65-74,152.072,175.207,327.281
Benin,2025,75-84,51.88,69.396,121.277
Benin,2025,85+,6.883,11.674,18.554
Benin,2026,18-24,1012.874,984.794,1997.668
Benin,2026,25-34,1110.836,1087.503,2198.337
Benin,2026,35-44,787.596,791.397,1578.995
Benin,2026,45-54,508.622,530.572,1039.193
Benin,2026,55-64,318.028,345.592,663.622
Benin,2026,65-74,158.468,182.383,340.849
Benin,2026,75-84,53.69,70.734,124.422
Benin,2026,85+,7.17,12.144,19.311
Bolivia,2020,18-24,784.186,766.15,1550.335
Bolivia,2020,25-34,988.521,969.491,1958.01
Bolivia,2020,35-44,744.235,731.899,1476.135
Bolivia,2020,45-54,542.781,535.872,1078.652
Bolivia,2020,55-64,359.983,371.625,731.606
Bolivia,2020,65-74,201.898,223.598,425.496
Bolivia,2020,75-84,86.333,107.907,194.24
Bolivia,2020,85+,18.519,29.793,48.312
Bolivia,2021,18-24,788.453,770.155,1558.609
Bolivia,2021,25-34,1005.693,988.044,1993.738
Bolivia,2021,35-44,761.522,749.745,1511.265
Bolivia,2021,45-54,552.776,548.967,1101.746
Bolivia,2021,55-64,363.077,379.594,742.673
Bolivia,2021,65-74,196.853,224.586,421.437
Bolivia,2021,75-84,81.524,108.123,189.649
Bolivia,2021,85+,17.786,30.165,47.951
Bolivia,2022,18-24,792.9,774.289,1567.193
Bolivia,2022,25-34,1021.222,1004.839,2026.059
Bolivia,2022,35-44,780.07,768.646,1548.716
Bolivia,2022,45-54,564.937,563.515,1128.455
Bolivia,2022,55-64,369.88,388.82,758.7
Bolivia,2022,65-74,196.651,227.541,424.191
Bolivia,2022,75-84,80.04,109.525,189.565
Bolivia,2022,85+,17.555,30.409,47.962
Bolivia,2023,18-24,797.621,778.644,1576.266
Bolivia,2023,25-34,1035.087,1019.709,2054.792
Bolivia,2023,35-44,800.917,789.424,1590.344
Bolivia,2023,45-54,579.923,579.801,1159.723
Bolivia,2023,55-64,381.707,400.603,782.315
Bolivia,2023,65-74,202.647,234.305,436.953
Bolivia,2023,75-84,82.25,112.258,194.508
Bolivia,2023,85+,17.528,30.624,48.148
Bolivia,2024,18-24,802.853,783.445,1586.3
Bolivia,2024,25-34,1047.931,1033.212,2081.14
Bolivia,2024,35-44,822.842,811.458,1634.302
Bolivia,2024,45-54,595.15,596.335,1191.489
Bolivia,2024,55-64,394.196,412.726,806.922
Bolivia,2024,65-74,210.238,242.555,452.794
Bolivia,2024,75-84,84.408,114.652,199.059
Bolivia,2024,85+,17.574,30.872,48.443
Bolivia,2025,18-24,808.873,789.009,1597.883
Bolivia,2025,25-34,1059.44,1045.101,2104.54
Bolivia,2025,35-44,845.311,834.289,1679.6
Bolivia,2025,45-54,610.544,613.045,1223.591
Bolivia,2025,55-64,406.696,424.885,831.58
Bolivia,2025,65-74,218.302,251.282,469.588
Bolivia,2025,75-84,86.54,117.131,203.672
Bolivia,2025,85+,17.727,31.225,48.948
Bolivia,2026,18-24,815.364,795.051,1610.413
Bolivia,2026,25-34,1068.819,1054.622,2123.44
Bolivia,2026,35-44,868.073,857.718,1725.794
Bolivia,2026,45-54,626.319,630.001,1256.319
Bolivia,2026,55-64,419.277,437.228,856.507
Bolivia,2026,65-74,226.521,260.235,486.756
Bolivia,2026,75-84,88.896,119.885,208.781
Bolivia,2026,85+,18.008,31.705,49.711
Brazil,2020,18-24,11699.523,11410.604,23110.126
Brazil,2020,25-34,16583.452,16513.32,33096.773
Brazil,2020,35-44,16040.326,16395.743,32436.069
Brazil,2020,45-54,12756.922,13406.576,26163.497
Brazil,2020,55-64,10128.703,11087.187,21215.887
Brazil,2020,65-74,5859.868,6997.439,12857.307
Brazil,2020,75-84,2410.081,3269.561,5679.644
Brazil,2020,85+,543.842,947.862,1491.705
Brazil,2021,18-24,11576.379,11278.441,22854.819
Brazil,2021,25-34,16489.211,16405.365,32894.578
Brazil,2021,35-44,16221.237,16567.163,32788.399
Brazil,2021,45-54,12922.743,13585.199,26507.942
Brazil,2021,55-64,10325.702,11313.447,21639.15
Brazil,2021,65-74,6088.379,7293.831,13382.211
Brazil,2021,75-84,2486.582,3375.219,5861.803
Brazil,2021,85+,563.066,961.658,1524.725
Brazil,2022,18-24,11413.991,11107.717,22521.707
Brazil,2022,25-34,16399.998,16302.406,32702.403
Brazil,2022,35-44,16344.185,16679.45,33023.636
Brazil,2022,45-54,13120.078,13795.571,26915.649
Brazil,2022,55-64,10495.961,11508.355,22004.317
Brazil,2022,65-74,6332.109,7590.001,13922.109
Brazil,2022,75-84,2568.614,3505.852,6074.464
Brazil,2022,85+,572.215,991.372,1563.583
Brazil,2023,18-24,11234.821,10922.076,22156.896
Brazil,2023,25-34,16337.275,16224.961,32562.236
Brazil,2023,35-44,16419.723,16738.649,33158.373
Brazil,2023,45-54,13366.169,14049.991,27416.159
Brazil,2023,55-64,10661.963,11689.51,22351.475
Brazil,2023,65-74,6603.875,7903.163,14507.04
Brazil,2023,75-84,2676.029,3665.903,6341.933
Brazil,2023,85+,581.91,1021.044,1602.955
Brazil,2024,18-24,11053.478,10738.01,21791.486
Brazil,2024,25-34,16289.143,16162.276,32451.417
Brazil,2024,35-44,16449.904,16748.299,33198.204
Brazil,2024,45-54,13639.604,14329.971,27969.576
Brazil,2024,55-64,10809.289,11848.839,22658.124
Brazil,2024,65-74,6870.747,8205.472,15076.22
Brazil,2024,75-84,2810.539,3853.754,6664.292
Brazil,2024,85+,613.647,1069.96,1683.602
Brazil,2025,18-24,10878.395,10563.774,21442.168
Brazil,2025,25-34,16239.23,16098.854,32338.08
Brazil,2025,35-44,16433.231,16709.272,33142.502
Brazil,2025,45-54,13925.202,14620.118,28545.319
Brazil,2025,55-64,10943.392,11994.268,22937.66
Brazil,2025,65-74,7128.989,8495.834,15624.822
Brazil,2025,75-84,2960.437,4058.741,7019.176
Brazil,2025,85+,658.666,1128.918,1787.584
Brazil,2026,18-24,10711.089,10398.479,21109.566
Brazil,2026,25-34,16179.026,16025.239,32204.265
Brazil,2026,35-44,16371.534,16625.262,32996.799
Brazil,2026,45-54,14215.491,14912.006,29127.497
Brazil,2026,55-64,11075.336,12136.339,23211.675
Brazil,2026,65-74,7388.169,8786.921,16175.09
Brazil,2026,75-84,3114.438,4271.897,7386.337
Brazil,2026,85+,704.542,1188.056,1892.599
Cameroon,2020,18-24,1693.894,1693.223,3387.117
Cameroon,2020,25-34,1940.123,1950.424,3890.547
Cameroon,2020,35-44,1341.296,1353.56,2694.857
Cameroon,2020,45-54,826.039,846.521,1672.56
Cameroon,2020,55-64,465.761,502.242,968.004
Cameroon,2020,65-74,231.736,273.215,504.954
Cameroon,2020,75-84,81.108,111.082,192.19
Cameroon,2020,85+,12.074,18.619,30.69
Cameroon,2021,18-24,1741.739,1741.041,3482.78
Cameroon,2021,25-34,1984.643,1996.683,3981.327
Cameroon,2021,35-44,1390.791,1405.161,2795.952
Cameroon,2021,45-54,859.834,882.091,1741.927
Cameroon,2021,55-64,481.158,519.011,1000.17
Cameroon,2021,65-74,237.826,280.793,518.617
Cameroon,2021,75-84,82.467,112.968,195.436
Cameroon,2021,85+,11.942,18.53,30.467
Cameroon,2022,18-24,1796.739,1795.841,3592.582
Cameroon,2022,25-34,2027.1,2040.911,4068.01
Cameroon,2022,35-44,1441.84,1458.49,2900.329
Cameroon,2022,45-54,894.903,919.099,1814.002
Cameroon,2022,55-64,498.437,537.477,1035.913
Cameroon,2022,65-74,245.132,289.456,534.589
Cameroon,2022,75-84,83.815,114.53,198.343
Cameroon,2022,85+,12.039,18.575,30.61
Cameroon,2023,18-24,1856.708,1855.505,3712.216
Cameroon,2023,25-34,2071.126,2086.565,4157.69
Cameroon,2023,35-44,1494.588,1513.451,3008.04
Cameroon,2023,45-54,932.127,958.361,1890.486
Cameroon,2023,55-64,518.497,558.819,1077.317
Cameroon,2023,65-74,254.233,300.193,554.427
Cameroon,2023,75-84,85.263,116.205,201.467
Cameroon,2023,85+,12.376,19.03,31.403
Cameroon,2024,18-24,1917.211,1915.728,3832.943
Cameroon,2024,25-34,2118.16,2134.947,4253.109
Cameroon,2024,35-44,1547.541,1568.711,3116.253
Cameroon,2024,45-54,970.842,999.206,1970.049
Cameroon,2024,55-64,540.802,582.529,1123.327
Cameroon,2024,65-74,264.45,312.253,576.702
Cameroon,2024,75-84,86.814,118.005,204.821
Cameroon,2024,85+,12.796,19.64,32.43
Cameroon,2025,18-24,1977.957,1976.337,3954.294
Cameroon,2025,25-34,2167.235,2184.935,4352.173
Cameroon,2025,35-44,1600.039,1623.699,3223.737
Cameroon,2025,45-54,1010.863,1041.473,2052.333
Cameroon,2025,55-64,564.749,608.019,1172.77
Cameroon,2025,65-74,274.827,324.444,599.271
Cameroon,2025,75-84,88.788,120.421,209.208
Cameroon,2025,85+,13.193,20.214,33.403
Cameroon,2026,18-24,2041.317,2039.543,4080.859
Cameroon,2026,25-34,2216.865,2235.114,4451.982
Cameroon,2026,35-44,1651.431,1677.693,3329.121
Cameroon,2026,45-54,1053.088,1086.072,2139.159
Cameroon,2026,55-64,590.227,635.206,1225.429
Cameroon,2026,65-74,285.338,336.759,622.099
Cameroon,2026,75-84,91.254,123.525,214.773
Cameroon,2026,85+,13.59,20.768,34.351
Canada,2020,18-24,1756.58,1623.85,3380.428
Canada,2020,25-34,2726.355,2600.049,5326.402
Canada,2020,35-44,2548.289,2566.439,5114.73
Canada,2020,45-54,2423.829,2458.146,4881.976
Canada,2020,55-64,2634.748,2689.264,5324.01
Canada,2020,65-74,1906.481,2052.081,3958.562
Canada,2020,75-84,931.214,1106.463,2037.68
Canada,2020,85+,318.646,550.487,869.131
Canada,2021,18-24,1725.596,1605.211,3330.806
Canada,2021,25-34,2755.043,2614.741,5369.783
Canada,2021,35-44,2592.395,2600.183,5192.578
Canada,2021,45-54,2405.424,2445.338,4850.766
Canada,2021,55-64,2635.284,2690.125,5325.409
Canada,2021,65-74,1966.903,2118.239,4085.145
Canada,2021,75-84,978.34,1157.457,2135.798
Canada,2021,85+,328.05,558.184,886.239
Canada,2022,18-24,1705.499,1604.961,3310.461
Canada,2022,25-34,2802.108,2646.441,5448.55
Canada,2022,35-44,2641.908,2639.37,5281.278
Canada,2022,45-54,2405.509,2449.442,4854.949
Canada,2022,55-64,2617.097,2675.265,5292.36
Canada,2022,65-74,2017.06,2172.144,4189.207
Canada,2022,75-84,1035.69,1222.364,2258.057
Canada,2022,85+,337.323,568.45,905.774
Canada,2023,18-24,1699.446,1618.944,3318.387
Canada,2023,25-34,2865.575,2696.975,5562.547
Canada,2023,35-44,2700.957,2686.811,5387.763
Canada,2023,45-54,2417.922,2464.061,4881.98
Canada,2023,55-64,2593.171,2654.497,5247.667
Canada,2023,65-74,2067.135,2224.227,4291.362
Canada,2023,75-84,1096.488,1291.364,2387.853
Canada,2023,85+,348.142,580.212,928.351
Canada,2024,18-24,1691.793,1627.693,3319.488
Canada,2024,25-34,2909.078,2731.484,5640.564
Canada,2024,35-44,2755.004,2728.083,5483.083
Canada,2024,45-54,2433.52,2481.658,4915.178
Canada,2024,55-64,2572.214,2633.402,5205.617
Canada,2024,65-74,2122.366,2281.101,4403.47
Canada,2024,75-84,1154.634,1357.369,2512.002
Canada,2024,85+,360.399,592.97,953.366
Canada,2025,18-24,1686.139,1634.232,3320.37
Canada,2025,25-34,2930.051,2747.332,5677.384
Canada,2025,35-44,2800.911,2761.453,5562.364
Canada,2025,45-54,2451.11,2501.173,4952.284
Canada,2025,55-64,2550.245,2610.919,5161.159
Canada,2025,65-74,2179.274,2340.332,4519.605
Canada,2025,75-84,1209.605,1420.707,2630.31
Canada,2025,85+,372.646,607.265,979.907
Canada,2026,18-24,1687.428,1642.842,3330.271
Canada,2026,25-34,2936.121,2753.233,5689.355
Canada,2026,35-44,2841.743,2789.609,5631.351
Canada,2026,45-54,2474.203,2524.758,4998.96
Canada,2026,55-64,2523.476,2584.135,5107.61
Canada,2026,65-74,2235.141,2397.421,4632.565
Canada,2026,75-84,1263.514,1482.721,2746.233
Canada,2026,85+,387.167,624.674,1011.839
Chile,2020,18-24,1009.364,980.724,1990.09
Chile,2020,25-34,1617.452,1577.566,3195.016
Chile,2020,35-44,1402.161,1379.133,2781.292
Chile,2020,45-54,1264.472,1270.728,2535.198
Chile,2020,55-64,1040.254,1087.062,2127.32
Chile,2020,65-74,681.293,750.55,1431.841
Chile,2020,75-84,313.62,392.216,705.833
Chile,2020,85+,115.428,192.79,308.219
Chile,2021,18-24,983.119,955.182,1938.298
Chile,2021,25-34,1626.9,1587.189,3214.088
Chile,2021,35-44,1423.977,1400.377,2824.352
Chile,2021,45-54,1274.069,1278.514,2552.581
Chile,2021,55-64,1059.815,1107.737,2167.55
Chile,2021,65-74,706.98,779.138,1486.12
Chile,2021,75-84,321.2,403.084,724.281
Chile,2021,85+,116.178,194.269,310.445
Chile,2022,18-24,959.76,932.5,1892.258
Chile,2022,25-34,1631.285,1592.205,3223.492
Chile,2022,35-44,1449.417,1424.988,2874.407
Chile,2022,45-54,1283.668,1286.475,2570.145
Chile,2022,55-64,1078.086,1127.073,2205.16
Chile,2022,65-74,731.987,806.646,1538.628
Chile,2022,75-84,331.685,415.876,747.561
Chile,2022,85+,118.332,196.045,314.375
Chile,2023,18-24,938.495,911.25,1849.746
Chile,2023,25-34,1628.054,1590.242,3218.296
Chile,2023,35-44,1477.279,1451.714,2928.991
Chile,2023,45-54,1294.133,1294.853,2588.985
Chile,2023,55-64,1096.933,1145.744,2242.675
Chile,2023,65-74,757.208,833.385,1590.592
Chile,2023,75-84,347.158,432.694,779.853
Chile,2023,85+,122.276,199.228,321.502
Chile,2024,18-24,919.476,891.511,1810.987
Chile,2024,25-34,1617.412,1581.087,3198.498
Chile,2024,35-44,1507.098,1480.364,2987.462
Chile,2024,45-54,1305.279,1303.702,2608.979
Chile,2024,55-64,1116.462,1163.585,2280.049
Chile,2024,65-74,782.45,859.782,1642.231
Chile,2024,75-84,366.883,453.853,820.735
Chile,2024,85+,127.042,203.757,330.802
Chile,2025,18-24,903.216,874.22,1777.437
Chile,2025,25-34,1599.491,1564.642,3164.13
Chile,2025,35-44,1537.659,1509.755,3047.412
Chile,2025,45-54,1316.562,1312.979,2629.542
Chile,2025,55-64,1135.269,1180.044,2315.31
Chile,2025,65-74,806.673,885.311,1691.984
Chile,2025,75-84,388.428,477.332,865.758
Chile,2025,85+,131.314,208.457,339.772
Chile,2026,18-24,891.572,861.513,1753.082
Chile,2026,25-34,1576.289,1542.776,3119.065
Chile,2026,35-44,1567.936,1539.012,3106.947
Chile,2026,45-54,1328.745,1323.32,2652.065
Chile,2026,55-64,1152.828,1194.889,2347.718
Chile,2026,65-74,830.247,910.231,1740.474
Chile,2026,75-84,410.984,501.925,912.913
Chile,2026,85+,135.831,213.454,349.286
China,2020,18-24,61967.065,53462.415,115429.479
China,2020,25-34,116156.719,105149.533,221306.252
China,2020,35-44,100822.083,95679.4,196501.483
China,2020,45-54,119446.479,117123.275,236569.756
China,2020,55-64,85152.224,87309.069,172461.291
China,2020,65-74,56145.104,62837.972,118983.076
China,2020,75-84,21164.405,26769.225,47933.63
China,2020,85+,4653.189,8764.606,13417.799
China,2021,18-24,61025.657,52490.423,113516.082
China,2021,25-34,113495.984,102175.894,215671.877
China,2021,35-44,102520.524,97012.368,199532.889
China,2021,45-54,117364.426,114971.611,232336.039
China,2021,55-64,88070.062,90148.064,178218.128
China,2021,65-74,58779.839,66122.886,124902.725
China,2021,75-84,21846.054,27680.727,49526.783
China,2021,85+,4846.802,9095.305,13942.105
China,2022,18-24,60412.549,51828.533,112241.082
China,2022,25-34,109670.934,98161.366,207832.298
China,2022,35-44,105628.023,99622.388,205250.411
China,2022,45-54,115168.176,112694.716,227862.891
China,2022,55-64,90379.615,92396.494,182776.11
China,2022,65-74,61247.854,69246.316,130494.167
China,2022,75-84,22708.679,28826.041,51534.719
China,2022,85+,5015.042,9373.327,14388.37
China,2023,18-24,60156.778,51498.362,111655.135
China,2023,25-34,105448.506,93828.769,199277.273
China,2023,35-44,109204.71,102625.746,211830.459
China,2023,45-54,112073.053,109511.571,221584.622
China,2023,55-64,93392.785,95393.614,188786.399
China,2023,65-74,63233.582,71807.185,135040.769
China,2023,75-84,23656.756,30203.142,53859.901
China,2023,85+,5115.744,9641.95,14757.691
China,2024,18-24,60146.646,51390.975,111537.621
China,2024,25-34,101118.251,89451.958,190570.209
China,2024,35-44,112526.927,105332.297,217859.226
China,2024,45-54,108435.863,105773.444,214209.306
China,2024,55-64,98355.589,100436.068,198791.659
China,2024,65-74,63749.47,72633.305,136382.776
China,2024,75-84,24776.045,31908.437,56684.482
China,2024,85+,5202.498,9877.528,15080.025
China,2025,18-24,60151.495,51310.905,111462.399
China,2025,25-34,96522.622,84878.359,181400.981
China,2025,35-44,115958.205,108067.164,224025.366
China,2025,45-54,105110.31,102329.876,207440.189
China,2025,55-64,104097.896,106302.596,210400.495
China,2025,65-74,63146.086,72040.796,135186.882
China,2025,75-84,26283.379,34148.293,60431.673
China,2025,85+,5363.657,10177.988,15541.643
China,2026,18-24,60447.531,51506.112,111953.642
China,2026,25-34,92947.165,81279.739,174226.903
China,2026,35-44,117991.563,109462.786,227454.346
China,2026,45-54,102307.69,99379.279,201686.966
China,2026,55-64,109901.024,112228.185,222129.21
China,2026,65-74,62098.611,70808.569,132907.18
China,2026,75-84,28022.495,36700.969,64723.463
China,2026,85+,5583.214,10563.616,16146.834
Colombia,2020,18-24,3116.415,3049.778,6166.192
Colombia,2020,25-34,4279.201,4265.465,8544.664
Colombia,2020,35-44,3553.976,3637.907,7191.881
